Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount,Profit,Profit Margin,Month-Year,Years,Days to Ship,Discount Impact,AOV,High/Low Profit Flag
3215,CA-2016-132409,5/26/16,6/1/16,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$34.85,2,20.00%,$6.53,19%,May-2016,2016,6,$8.71,$17.42,Profitable
3216,CA-2017-150189,7/8/17,7/10/17,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$75.18,6,0.00%,$35.33,47%,Jul-2017,2017,2,$0.00,$12.53,Profitable
3217,CA-2014-114433,5/13/14,5/17/14,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,$149.97,3,0.00%,$52.49,35%,May-2014,2014,4,$0.00,$49.99,Profitable
3218,CA-2017-104640,11/10/17,11/16/17,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,$931.18,3,20.00%,$314.27,34%,Nov-2017,2017,6,$232.79,$310.39,Profitable
3219,CA-2017-104640,11/10/17,11/16/17,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,$430.88,2,0.00%,$124.96,29%,Nov-2017,2017,6,$0.00,$215.44,Profitable
3220,US-2015-137008,10/2/15,10/8/15,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,$94.85,5,0.00%,$45.53,48%,Oct-2015,2015,6,$0.00,$18.97,Profitable
3221,US-2015-137008,10/2/15,10/8/15,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,$51.12,4,0.00%,$23.00,45%,Oct-2015,2015,6,$0.00,$12.78,Profitable
3222,US-2015-137008,10/2/15,10/8/15,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,$90.00,1,0.00%,$32.40,36%,Oct-2015,2015,6,$0.00,$90.00,Profitable
3223,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",$9.41,2,20.00%,$3.41,36%,Oct-2014,2014,3,$2.35,$4.70,Profitable
3224,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,$4.67,2,20.00%,$1.46,31%,Oct-2014,2014,3,$1.17,$2.34,Profitable
3225,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,$318.40,2,20.00%,$107.46,34%,Oct-2014,2014,3,$79.60,$159.20,Profitable
3226,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,$12.77,6,20.00%,$4.63,36%,Oct-2014,2014,3,$3.19,$2.13,Profitable
3227,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,$15.36,2,20.00%,-$3.26,-21%,Oct-2014,2014,3,$3.84,$7.68,Loss
3228,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,$230.38,3,20.00%,$20.16,9%,Oct-2014,2014,3,$57.59,$76.79,Profitable
3229,CA-2014-108189,10/2/14,10/5/14,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$7.16,1,20.00%,-$0.09,-1%,Oct-2014,2014,3,$1.79,$7.16,Loss
3230,CA-2014-154641,8/11/14,8/16/14,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,$375.34,1,0.00%,$18.77,5%,Aug-2014,2014,5,$0.00,$375.34,Profitable
3231,CA-2017-131625,9/1/17,9/5/17,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",$114.90,5,0.00%,$39.07,34%,Sep-2017,2017,4,$0.00,$22.98,Profitable
3232,US-2017-156356,4/16/17,4/22/17,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$26.05,3,80.00%,-$44.28,-170%,Apr-2017,2017,6,$104.18,$8.68,Loss
3233,US-2017-156356,4/16/17,4/22/17,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",$2.90,1,80.00%,-$4.78,-165%,Apr-2017,2017,6,$11.58,$2.90,Loss
3234,US-2017-156356,4/16/17,4/22/17,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,$32.54,2,20.00%,-$7.73,-24%,Apr-2017,2017,6,$8.14,$16.27,Loss
3235,CA-2016-138933,4/24/16,4/27/16,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$3.98,1,20.00%,$1.39,35%,Apr-2016,2016,3,$1.00,$3.98,Profitable
3236,CA-2016-140746,1/15/16,1/15/16,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",$181.80,1,30.00%,-$15.58,-9%,Jan-2016,2016,0,$77.91,$181.80,Loss
3237,CA-2016-146836,5/2/16,5/2/16,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,$44.94,3,0.00%,$12.58,28%,May-2016,2016,0,$0.00,$14.98,Profitable
3238,CA-2016-146836,5/2/16,5/2/16,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,$45.58,3,20.00%,$15.95,35%,May-2016,2016,0,$11.39,$15.19,Profitable
3239,US-2016-127971,11/20/16,11/27/16,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",$318.43,5,30.00%,-$77.33,-24%,Nov-2016,2016,7,$136.47,$63.69,Loss
3240,US-2016-127971,11/20/16,11/27/16,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,$122.92,7,20.00%,$46.10,38%,Nov-2016,2016,7,$30.73,$17.56,Profitable
3241,US-2016-127971,11/20/16,11/27/16,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$7.07,3,60.00%,-$2.83,-40%,Nov-2016,2016,7,$10.60,$2.36,Loss
3242,US-2016-140809,2/1/16,2/3/16,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$56.45,5,0.00%,$14.68,26%,Feb-2016,2016,2,$0.00,$11.29,Profitable
3243,CA-2017-114524,3/31/17,4/5/17,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",$13.47,13,80.00%,-$22.90,-170%,Mar-2017,2017,5,$53.87,$1.04,Loss
3244,CA-2017-113355,12/1/17,12/5/17,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,$219.80,5,20.00%,$24.73,11%,Dec-2017,2017,4,$54.95,$43.96,Profitable
3245,CA-2017-113355,12/1/17,12/5/17,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$317.06,3,30.00%,-$18.12,-6%,Dec-2017,2017,4,$135.88,$105.69,Loss
3246,US-2017-140907,12/10/17,12/12/17,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,$49.08,3,0.00%,$4.91,10%,Dec-2017,2017,2,$0.00,$16.36,Profitable
3247,US-2017-140907,12/10/17,12/12/17,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,$324.90,5,0.00%,$38.99,12%,Dec-2017,2017,2,$0.00,$64.98,Profitable
3248,US-2017-140907,12/10/17,12/12/17,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,$18.24,3,0.00%,$5.29,29%,Dec-2017,2017,2,$0.00,$6.08,Profitable
3249,CA-2016-159730,9/17/16,9/21/16,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$113.89,2,20.00%,$9.97,9%,Sep-2016,2016,4,$28.47,$56.94,Profitable
3250,CA-2016-159730,9/17/16,9/21/16,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,$105.58,2,20.00%,$7.92,8%,Sep-2016,2016,4,$26.40,$52.79,Profitable
3251,CA-2016-157868,12/23/16,12/29/16,Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",$24.85,7,0.00%,$11.68,47%,Dec-2016,2016,6,$0.00,$3.55,Profitable
3252,CA-2017-119389,4/17/17,4/19/17,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$60.31,3,20.00%,$5.28,9%,Apr-2017,2017,2,$15.08,$20.10,Profitable
3253,CA-2017-110373,10/27/17,10/30/17,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,$7.06,3,20.00%,$2.21,31%,Oct-2017,2017,3,$1.76,$2.35,Profitable
3254,CA-2017-110373,10/27/17,10/30/17,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$27.18,2,20.00%,$2.04,8%,Oct-2017,2017,3,$6.80,$13.59,Profitable
3255,CA-2016-155474,7/8/16,7/14/16,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -†speaker phone,$107.98,1,20.00%,$9.45,9%,Jul-2016,2016,6,$27.00,$107.98,Profitable
3256,CA-2016-155474,7/8/16,7/14/16,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$19.30,3,20.00%,$6.03,31%,Jul-2016,2016,6,$4.82,$6.43,Profitable
3257,CA-2015-155453,8/9/15,8/14/15,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$4.61,2,20.00%,$1.67,36%,Aug-2015,2015,5,$1.15,$2.30,Profitable
3258,US-2016-161844,12/9/16,12/14/16,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$79.97,3,40.00%,-$29.32,-37%,Dec-2016,2016,5,$53.32,$26.66,Loss
3259,US-2016-161844,12/9/16,12/14/16,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",$2.95,2,70.00%,-$2.06,-70%,Dec-2016,2016,5,$6.87,$1.47,Loss
3260,US-2016-162103,11/13/16,11/17/16,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,$3.14,2,80.00%,-$4.70,-150%,Nov-2016,2016,4,$12.54,$1.57,Loss
3261,CA-2014-151554,11/14/14,11/15/14,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,$20.74,4,20.00%,$7.26,35%,Nov-2014,2014,1,$5.18,$5.18,Profitable
3262,CA-2014-140662,11/17/14,11/19/14,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$99.98,2,0.00%,$8.00,8%,Nov-2014,2014,2,$0.00,$49.99,Profitable
3263,CA-2014-140662,11/17/14,11/19/14,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,$733.95,7,0.00%,$352.30,48%,Nov-2014,2014,2,$0.00,$104.85,Profitable
3264,CA-2014-140662,11/17/14,11/19/14,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,$241.44,3,0.00%,$72.43,30%,Nov-2014,2014,2,$0.00,$80.48,Profitable
3265,CA-2016-122518,3/4/16,3/8/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,$10.08,4,20.00%,$3.53,35%,Mar-2016,2016,4,$2.52,$2.52,Profitable
3266,US-2014-126571,10/11/14,10/15/14,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,$281.90,2,20.00%,$10.57,4%,Oct-2014,2014,4,$70.48,$140.95,Profitable
3267,US-2014-126571,10/11/14,10/15/14,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,$201.43,3,20.00%,$67.98,34%,Oct-2014,2014,4,$50.36,$67.14,Profitable
3268,CA-2014-143840,5/22/14,5/29/14,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,$135.98,2,0.00%,$34.00,25%,May-2014,2014,7,$0.00,$67.99,Profitable
3269,CA-2014-143840,5/22/14,5/29/14,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces†Headset,$44.95,1,0.00%,$12.59,28%,May-2014,2014,7,$0.00,$44.95,Profitable
3270,CA-2014-115980,7/15/14,7/19/14,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$2.97,3,0.00%,$1.31,44%,Jul-2014,2014,4,$0.00,$0.99,Profitable
3271,CA-2014-115980,7/15/14,7/19/14,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,$6.54,3,0.00%,$2.68,41%,Jul-2014,2014,4,$0.00,$2.18,Profitable
3272,CA-2015-155145,12/27/15,12/29/15,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$7.92,8,0.00%,$3.48,44%,Dec-2015,2015,2,$0.00,$0.99,Profitable
3273,CA-2015-146038,2/9/15,2/16/15,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",$203.92,5,20.00%,$22.94,11%,Feb-2015,2015,7,$50.98,$40.78,Profitable
3274,CA-2017-133865,5/8/17,5/12/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,"$3,359.95",6,20.00%,"$1,049.99",31%,May-2017,2017,4,$839.99,$559.99,Profitable
3275,CA-2017-116358,11/2/17,11/6/17,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,$18.24,3,0.00%,$9.12,50%,Nov-2017,2017,4,$0.00,$6.08,Profitable
3276,CA-2017-116358,11/2/17,11/6/17,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$27.78,6,0.00%,$9.17,33%,Nov-2017,2017,4,$0.00,$4.63,Profitable
3277,CA-2014-102988,4/5/14,4/9/14,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$22.96,7,0.00%,$7.58,33%,Apr-2014,2014,4,$0.00,$3.28,Profitable
3278,CA-2014-102988,4/5/14,4/9/14,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,$28.99,1,0.00%,$8.41,29%,Apr-2014,2014,4,$0.00,$28.99,Profitable
3279,CA-2014-102988,4/5/14,4/9/14,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,$12.96,2,0.00%,$6.35,49%,Apr-2014,2014,4,$0.00,$6.48,Profitable
3280,CA-2014-102988,4/5/14,4/9/14,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,$22.96,7,0.00%,$6.66,29%,Apr-2014,2014,4,$0.00,$3.28,Profitable
3281,CA-2014-102988,4/5/14,4/9/14,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,"$4,164.05",5,0.00%,$83.28,2%,Apr-2014,2014,4,$0.00,$832.81,Profitable
3282,US-2014-117170,9/17/14,9/24/14,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,$47.98,2,20.00%,$13.20,28%,Sep-2014,2014,7,$12.00,$23.99,Profitable
3283,US-2014-117170,9/17/14,9/24/14,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,$4.62,1,20.00%,$1.68,36%,Sep-2014,2014,7,$1.16,$4.62,Profitable
3284,CA-2014-159478,9/30/14,10/6/14,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",$15.24,3,0.00%,$5.18,34%,Sep-2014,2014,6,$0.00,$5.08,Profitable
3285,CA-2014-103702,9/12/14,9/17/14,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",$63.92,7,70.00%,-$46.88,-73%,Sep-2014,2014,5,$149.16,$9.13,Loss
3286,CA-2017-150525,2/20/17,2/25/17,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,$6.56,2,0.00%,$1.90,29%,Feb-2017,2017,5,$0.00,$3.28,Profitable
3287,CA-2017-150525,2/20/17,2/25/17,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,$13.11,3,0.00%,$3.41,26%,Feb-2017,2017,5,$0.00,$4.37,Profitable
3288,CA-2015-157770,12/13/15,12/15/15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,$494.38,3,20.00%,$49.44,10%,Dec-2015,2015,2,$123.59,$164.79,Profitable
3289,CA-2015-157770,12/13/15,12/15/15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$29.20,5,20.00%,$9.86,34%,Dec-2015,2015,2,$7.30,$5.84,Profitable
3290,CA-2015-157770,12/13/15,12/15/15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,$248.85,5,0.00%,$27.37,11%,Dec-2015,2015,2,$0.00,$49.77,Profitable
3291,CA-2015-157770,12/13/15,12/15/15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$36.24,1,0.00%,$15.22,42%,Dec-2015,2015,2,$0.00,$36.24,Profitable
3292,CA-2016-167290,10/30/16,11/4/16,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,$11.68,2,0.00%,$3.50,30%,Oct-2016,2016,5,$0.00,$5.84,Profitable
3293,CA-2014-106264,12/26/14,12/30/14,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,$11.91,3,0.00%,$0.12,1%,Dec-2014,2014,4,$0.00,$3.97,Profitable
3294,CA-2014-106264,12/26/14,12/30/14,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",$3.48,2,0.00%,$1.11,32%,Dec-2014,2014,4,$0.00,$1.74,Profitable
3295,CA-2014-138023,8/15/14,8/18/14,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$30.96,8,80.00%,-$52.63,-170%,Aug-2014,2014,3,$123.84,$3.87,Loss
3296,CA-2017-113418,10/1/17,10/3/17,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,"$1,704.89",11,0.00%,$767.20,45%,Oct-2017,2017,2,$0.00,$154.99,Profitable
3297,US-2015-110569,5/23/15,5/30/15,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$19.19,7,70.00%,-$12.80,-67%,May-2015,2015,7,$44.79,$2.74,Loss
3298,US-2015-110569,5/23/15,5/30/15,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,$121.79,4,20.00%,$13.70,11%,May-2015,2015,7,$30.45,$30.45,Profitable
3299,CA-2017-136308,11/16/17,11/16/17,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,"$1,919.98",3,20.00%,$216.00,11%,Nov-2017,2017,0,$479.99,$639.99,Profitable
3300,US-2014-159926,11/18/14,11/22/14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$51.00,1,70.00%,-$40.80,-80%,Nov-2014,2014,4,$118.99,$51.00,Loss
3301,US-2014-159926,11/18/14,11/22/14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$76.79,1,20.00%,-$16.32,-21%,Nov-2014,2014,4,$19.20,$76.79,Loss
3302,US-2014-159926,11/18/14,11/22/14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,$539.96,6,40.00%,-$107.99,-20%,Nov-2014,2014,4,$359.98,$89.99,Loss
3303,US-2014-159926,11/18/14,11/22/14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$60.31,3,20.00%,$5.28,9%,Nov-2014,2014,4,$15.08,$20.10,Profitable
